strength,date
2013-00,501.6
2013-01,706.1538461538462
2013-03,505.85
2013-04,180.75
2013-05,331.4
2013-09,523.6190476190476
2013-12,818.1875
2013-13,364.0740740740741
2013-14,239.57142857142858
2013-15,303.0625
2013-16,685.0222222222222
2013-17,945.5
2013-18,825.7555555555556
2013-19,-48.0
2013-20,739.0697674418604
2013-22,358.90909090909093
2013-24,313.0
2013-26,332.6666666666667
2013-28,252.42105263157896
2013-29,513.8
2013-30,425.6333333333333
2013-32,752.3684210526316
2013-33,373.6923076923077
2013-34,549.0869565217391
2013-35,608.875
2013-36,920.6
2013-37,1131.7727272727273
2013-39,918.4
2013-40,601.9130434782609
2013-41,496.46153846153845
2013-42,708.0952380952381
2013-43,1548.4347826086957
2013-44,894.5714285714286
2013-45,1340.6346153846155
2013-46,543.0869565217391
2013-47,713.0
2013-48,693.1851851851852
2013-49,1415.9130434782608
2013-50,1281.5172413793102
2013-51,743.4054054054054
2013-52,2703.6666666666665
2014-00,1545.6153846153845
2014-01,745.8571428571429
